Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:4	p0nf		rc://*/ta/man/translate/figs-quotesinquotes	וְ⁠לָ⁠כֵן֙ כֹּֽה־אָמַ֣ר יְהוָ֔ה הַ⁠מִּטָּ֞ה אֲשֶׁר־עָלִ֥יתָ שָּׁ֛ם לֹֽא־תֵרֵ֥ד מִמֶּ֖⁠נָּה כִּ֣י מ֣וֹת תָּמ֑וּת	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [And tell him that because he has done this, Yahweh says that he will never get off the bed that he is lying on. Instead, dying, he will die.]
1:4	pndo		rc://*/ta/man/translate/figs-idiom	הַ⁠מִּטָּ֞ה אֲשֶׁר־עָלִ֥יתָ שָּׁ֛ם	1	People of this culture typically spoke of a person going up onto a bed. Your language may have an expression of its own for this that you can use in your translation, here and in verse 15. You could also use plain language. Alternate translation: [The bed that you have climbed into] or [The bed on which you are lying]
1:4	dqln		rc://*/ta/man/translate/figs-reduplication	מ֣וֹת תָּמ֑וּת	1	Yahweh is repeating forms of the verb **die** in order to intensify his expression of the idea that it conveys. If your language can repeat words for intensification, it would be appropriate to do that here in your translation. If not, your language may have another way of expressing the intensification, here and in verse 16. Alternate translation: [you will surely die]
1:5	sgq8		rc://*/ta/man/translate/writing-pronouns	אֵלָ֑י⁠ו	1	The pronoun **him** refers to King Ahaziah. It may be helpful to clarify this for your readers. Alternate translation: [to King Ahaziah]
1:5	gbxe		rc://*/ta/man/translate/figs-idiom	מַה־זֶּ֥ה שַׁבְתֶּֽם	1	The king is using **What is this** as a common expression of his culture to ask the reason why something has happened. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [How is it that you have returned] or [Why have you returned]
1:6	yyxr		rc://*/ta/man/translate/figs-quotemarks	וַ⁠יֹּאמְר֨וּ אֵלָ֜י⁠ו אִ֣ישׁ ׀ עָלָ֣ה לִ⁠קְרָאתֵ֗⁠נוּ וַ⁠יֹּ֣אמֶר אֵלֵי⁠נוּ֮ לְכ֣וּ שׁוּבוּ֮ אֶל־הַ⁠מֶּ֣לֶךְ אֲשֶׁר־שָׁלַ֣ח אֶתְ⁠כֶם֒ וְ⁠דִבַּרְתֶּ֣ם אֵלָ֗י⁠ו כֹּ֚ה אָמַ֣ר יְהוָ֔ה הַֽ⁠מִ⁠בְּלִ֤י אֵין־אֱלֹהִים֙ בְּ⁠יִשְׂרָאֵ֔ל אַתָּ֣ה שֹׁלֵ֔חַ לִ⁠דְרֹ֕שׁ בְּ⁠בַ֥עַל זְב֖וּב אֱלֹהֵ֣י עֶקְר֑וֹן לָ֠⁠כֵן הַ⁠מִּטָּ֞ה אֲשֶׁר־עָלִ֥יתָ שָּׁ֛ם לֹֽא־תֵרֵ֥ד מִמֶּ֖⁠נָּה כִּֽי־מ֥וֹת תָּמֽוּת	1	There are four levels of quotation here. The messengers are telling the king how they met Elijah (level 1). They quote what Elijah said to them (level 2). This includes what Elijah told them to tell the king (level 3). And that includes something that Yahweh said (level 4). Use the appropriate punctuation in your language to mark these levels of quotation. Alternatively, you could translate this so that there are not second-level or third-level quotations.
1:6	otzf		rc://*/ta/man/translate/figs-quotesinquotes	וַ⁠יֹּאמְר֨וּ אֵלָ֜י⁠ו אִ֣ישׁ ׀ עָלָ֣ה לִ⁠קְרָאתֵ֗⁠נוּ וַ⁠יֹּ֣אמֶר אֵלֵי⁠נוּ֮ לְכ֣וּ שׁוּבוּ֮ אֶל־הַ⁠מֶּ֣לֶךְ אֲשֶׁר־שָׁלַ֣ח אֶתְ⁠כֶם֒ וְ⁠דִבַּרְתֶּ֣ם אֵלָ֗י⁠ו כֹּ֚ה אָמַ֣ר יְהוָ֔ה הַֽ⁠מִ⁠בְּלִ֤י אֵין־אֱלֹהִים֙ בְּ⁠יִשְׂרָאֵ֔ל אַתָּ֣ה שֹׁלֵ֔חַ לִ⁠דְרֹ֕שׁ בְּ⁠בַ֥עַל זְב֖וּב אֱלֹהֵ֣י עֶקְר֑וֹן לָ֠⁠כֵן הַ⁠מִּטָּ֞ה אֲשֶׁר־עָלִ֥יתָ שָּׁ֛ם לֹֽא־תֵרֵ֥ד מִמֶּ֖⁠נָּה כִּֽי־מ֥וֹת תָּמֽוּת	1	If it would be clearer in your language, you could translate this so that there is not a quotation within a quotation. Alternate translation: [And they told him that a man came up to meet them and told them to go back to the king who sent them and tell him that Yahweh said that there was a God in Israel and so he should not have sent them to inquire of Baal-Zebub, the god of Ekron, and because he did that, he would not recover from his illness but instead would certainly die]
1:6	cgb3		rc://*/ta/man/translate/translate-tense	וְ⁠דִבַּרְתֶּ֣ם אֵלָ֗י⁠ו	1	See the discussion in the introduction to 2 Kings of how the ULT represents the Hebrew instructional verb form with the English helping verb “shall.” Decide as a team how you will represent this form in your translation in various contexts. Alternate translation: [and you are to say to him] or [and I want you to say to him]
1:6	wv2h		rc://*/ta/man/translate/figs-rquestion	כֹּ֚ה אָמַ֣ר יְהוָ֔ה הַֽ⁠מִ⁠בְּלִ֤י אֵין־אֱלֹהִים֙ בְּ⁠יִשְׂרָאֵ֔ל אַתָּ֣ה שֹׁלֵ֔חַ לִ⁠דְרֹ֕שׁ בְּ⁠בַ֥עַל זְב֖וּב אֱלֹהֵ֣י עֶקְר֑וֹן לָ֠⁠כֵן הַ⁠מִּטָּ֞ה אֲשֶׁר־עָלִ֥יתָ שָּׁ֛ם לֹֽא־תֵרֵ֥ד מִמֶּ֖⁠נָּה כִּֽי־מ֥וֹת תָּמֽוּת	1	See how you translated the similar expressions in [1:3–4](../01/03.md). Alternate translation: [Yahweh says that there is a God in Israel, so you should not have sent to inquire of Baal-Zebub, the god of Ekron! He says that because you have done that, you will never get off the bed that you are lying on. Instead, you will certainly die]
1:7	iuqx		rc://*/ta/man/translate/figs-metonymy	וַ⁠יְדַבֵּ֣ר & אֶת־הַ⁠דְּבָרִ֖ים הָ⁠אֵֽלֶּה	2	See the discussion in the introduction to 2 Kings of how the author and characters may use the terms “word” or “words” to represent something that someone said by using words. If it would be clearer in your language, you could state the meaning plainly, here and in similar instances throughout the book. Alternate translation: [and said these things]
1:8	x1vn		rc://*/ta/man/translate/figs-idiom	אִ֚ישׁ בַּ֣עַל שֵׂעָ֔ר	1	This could mean: (1) that Elijah wore a garment made of untanned animal skin with the hair outward. Alternate translation: [The man was wearing a hairy coat] or (2) that Elijah had long hair and a long beard. Alternate translation: [The man had long hair and a long beard]
1:8	l8q7		rc://*/ta/man/translate/figs-activepassive	וְ⁠אֵז֥וֹר ע֖וֹר אָז֣וּר בְּ⁠מָתְנָ֑י⁠ו	1	The expression **was tied** is a passive verbal form. If it would be unnatural to use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [and he was wearing a leather belt around his waist]
1:9	j0zo		rc://*/ta/man/translate/figs-ellipsis	שַׂר־חֲמִשִּׁ֖ים וַ⁠חֲמִשָּׁ֑י⁠ו	1	The author is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from the context if that would be clearer in your language. Alternate translation: [a captain of fifty men and his fifty men]
1:9	uw62		rc://*/ta/man/translate/figs-explicit	שַׂר־חֲמִשִּׁ֖ים וַ⁠חֲמִשָּׁ֑י⁠ו	1	In ancient warfare, officers were often described by the number of troops that were generally under their command. However, the actual number could vary. There were not necessarily exactly **fifty** soldiers who accompanied this **captain of fifty** on this occasion as he went to capture Elijah. You may be able to state this in more general terms, using an equivalent expression from your language and culture. Alternate translation: [a platoon leader and his soldiers]
1:9	fg3d		rc://*/ta/man/translate/figs-metaphor	וְ⁠הִנֵּה֙	1	See the discussion in the introduction to 2 Kings of how the author and characters often use the term “behold” to focus their listeners’ attention on what they are about to say. Your language may have a comparable expression that you can use in your translation.
1:9	dfjw		rc://*/ta/man/translate/figs-idiom	רֹ֣אשׁ הָ⁠הָ֔ר	1	The author is using the term **head** to mean the top of this **hill**. If it would be helpful in your language, you could state the meaning plainly. Alternate translation: [the top of a hill]
1:9	ttcn		rc://*/ta/man/translate/writing-pronouns	וַ⁠חֲמִשָּׁ֑י⁠ו & וַ⁠יְדַבֵּ֣ר אֵלָ֔י⁠ו	1	The pronoun **he** refers to the captain, while the pronoun **him** refers to Elijah. It may be helpful to clarify this for your readers. Alternate translation: [and the captain said to Elijah]
