Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:1	b9ef		rc://*/ta/man/translate/figs-exmetaphor	וּ⁠בְ⁠מוֹשַׁ֥ב לֵ֝צִ֗ים לֹ֣א יָשָֽׁב	1	Here, **sits not in the seat of scoffers** means to not become like people who spend their time mocking people, things, and God. By avoiding the previous two progressions towards a sinful life, the happy man avoids this final state where he would be just like the wicked. If it would be helpful to your readers, you could explain the comparison. Alternate translation: [and does not sit with scoffers to join them in scoffing] or [so he never becomes like wicked mockers]
1:2	x7b7		rc://*/ta/man/translate/grammar-connect-logic-contrast	כִּ֤י אִ֥ם	1	The psalmist uses the word **but** here to indicate a strong contrast between what the happy man does and does not do. In your translation, indicate this strong contrast in a way that is natural in your language. Alternate translation: [Rather,]
1:2	bvfv			בְּ⁠תוֹרַ֥ת & וּֽ⁠בְ⁠תוֹרָת֥⁠וֹ	1	Alternate translation: [in the instruction of … and in his instruction]
1:2	zvgc		rc://*/ta/man/translate/writing-pronouns	חֶ֫פְצ֥⁠וֹ & יֶהְגֶּ֗ה	1	Here, **his** and **he** refer to the happy man.
1:2	fhfk		rc://*/ta/man/translate/figs-abstractnouns	חֶ֫פְצ֥⁠וֹ	1	If your language does not use an abstract noun for the idea of **delight**, you could express the same idea in another way. Alternate translation: [he delights] or [he rejoices]
1:2	nbop		rc://*/ta/man/translate/writing-pronouns	וּֽ⁠בְ⁠תוֹרָת֥⁠וֹ	1	Here, **his** refers to Yahweh. Alternate translation: [and in Yahweh’s instruction]
1:2	u4ur		rc://*/ta/man/translate/figs-merism	יוֹמָ֥ם וָ⁠לָֽיְלָה	1	Here the psalmist is referring to all the time by naming two major components, **day and night**. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [round-the-clock] or [all the time]
1:3	q40p		rc://*/ta/man/translate/figs-simile	וְֽ⁠הָיָ֗ה כְּ⁠עֵץ֮ שָׁת֪וּל עַֽל־פַּלְגֵ֫י מָ֥יִם אֲשֶׁ֤ר פִּרְי֨⁠וֹ ׀ יִתֵּ֬ן בְּ⁠עִתּ֗⁠וֹ וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל וְ⁠כֹ֖ל אֲשֶׁר־יַעֲשֶׂ֣ה יַצְלִֽיחַ	1	The point of this verse’s comparison between the happy man and a well-watered tree is that just like the streams of water cause the tree to flourish, learning Yahweh’s instructions causes the man to flourish. (In the original, the phrases even sound similar.) Both a positive and negative comparison are given to strengthen the force of the point. The tree, fruit, and leaf references connect both back to Eden and forward to the end of Revelation. If it would be helpful in your language, you could make the argument a little more explicit as the “Like … so” connection does in the UST. See [92:12–92:14](../092/012.md) for another use of this imagery.
1:3	ovv7			שָׁת֪וּל	1	The point of the choice of the word **set** is to emphasize the intentional placement of a tree so that it gets abundant water. The word translated as **set to grow** refers to intentional planting or transplanting. Translators could use a word meaning “planted” if their readers would understand that this was intentional. Alternate translation: [deliberately planted] or [transplanted]
1:3	bet7		rc://*/ta/man/translate/figs-activepassive	שָׁת֪וּל	1	The expression **set to grow** is a passive verbal form. If your language would not use that form, you could express the idea in active form or in another way that is natural in your language. Alternate translation: [that someone set to grow]
1:3	j6o3		rc://*/ta/man/translate/figs-metonymy	וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל	1	The psalmist is referring figuratively to the tree dying by association with the way the leaves on a tree **wither** when a tree is dead or dying. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: [and it will not die]
1:3	s609		rc://*/ta/man/translate/figs-litotes	וְ⁠עָלֵ֥⁠הוּ לֹֽא־יִבּ֑וֹל	1	Here the psalmist is emphasizing a strong positive meaning by using a negative word, **not**, together with a word that is the opposite of the intended meaning. If it would be helpful in your language, you could emphasize the positive meaning in a strong way. Alternate translation: [and its leaves are strong and green]
1:3	zo3m		rc://*/ta/man/translate/writing-pronouns	וְ⁠כֹ֖ל אֲשֶׁר־יַעֲשֶׂ֣ה יַצְלִֽיחַ	1	Here, both instances of **he** refer to the happy man.
1:4	s4jq		rc://*/ta/man/translate/grammar-connect-words-phrases	לֹא־כֵ֥ן	1	The **so** here refers to everything in the first three verses. The wicked are not in any way like the happy man. If your language has a way to indicate that **so** refers back not just to the last line about success but to the wider context of the first three verses, consider using it.
1:4	rl61		rc://*/ta/man/translate/figs-nominaladj	הָ⁠רְשָׁעִ֑ים	1	See how you translated the phrase **the wicked** in [1:1](../001/001.md).
1:4	as72		rc://*/ta/man/translate/translate-unknown	כַּ֝⁠מֹּ֗ץ	1	The word **chaff** refers to the parts of a wheat or other grain plant that are not food. The husk that surrounds the edible seed is very light, and it blows away when the wheat is threshed to separate out the edible seed. Thus, the chaff is with the grain until harvest but then separated and blown away. If your readers would not be familiar with the word **chaff** you could use a more general term or use another light and worthless material to describe the wicked. Alternate translation: [they are like … dried seed husks] or [they are like … fallen]
1:4	evr7		rc://*/ta/man/translate/figs-metaphor	כִּ֥י אִם־כַּ֝⁠מֹּ֗ץ אֲֽשֶׁר־תִּדְּפֶ֥⁠נּוּ רֽוּחַ	1	The idea of **the wicked** as waste material gathered at the harvest and eliminated in some way is a common biblical image of God judging the wicked. Your language may have a comparable expression that you can use in your translation, or you could state the meaning plainly.
1:5	xo05		rc://*/ta/man/translate/grammar-connect-words-phrases	עַל־כֵּ֤ן	1	**Thus** indicates that the connection between the previous statements and this is one of similarity. Just like the chaff is removed from the good harvest and destroyed, thus the wicked will be removed from Yahweh’s righteous people and destroyed. If the connection between this statement and the previous one is not clear, you may want to use a different connecting word to show how this statement relates to what comes before it. Alternate translation: [In the same way,]
1:5	jt0k		rc://*/ta/man/translate/figs-nominaladj	רְ֭שָׁעִים	1	See how you translated the phrase **the wicked** in [1:1](../001/001.md).
1:5	kt0k		rc://*/ta/man/translate/figs-idiom	לֹא־יָקֻ֣מוּ רְ֭שָׁעִים בַּ⁠מִּשְׁפָּ֑ט	1	The psalmist is using **stand in the judgment** as a common expression of his culture to mean to be declared innocent. If this phrase does not have that meaning for your readers, you could use a comparable expression from your language that does have that meaning, or you could state the meaning plainly. Alternate translation: [the wicked ones will not get off the hook] or [the wicked ones will not be found innocent]
1:5	dhfv		rc://*/ta/man/translate/figs-abstractnouns	בַּ⁠מִּשְׁפָּ֑ט	1	This refers to the time when Yahweh will finally judge the whole world. If your language does not use an abstract noun for the idea of **judgment**, you could express the same idea in another way. Alternate translation: [in Yahweh’s final court]
1:5	qq6x		rc://*/ta/man/translate/figs-nominaladj	וְ֝⁠חַטָּאִ֗ים	1	See how you translated **sinners** in [1:1](../001/001.md).
1:5	yb22		rc://*/ta/man/translate/figs-ellipsis	וְ֝⁠חַטָּאִ֗ים	1	The psalmist is leaving out some of the words that in many languages a sentence would need in order to be complete. You can supply these words from earlier in the sentence if it would be clearer in your language. Alternate translation: [nor will sinners stand]
1:5	pwku		rc://*/ta/man/translate/figs-nominaladj	צַדִּיקִֽים	1	The psalmist is using the adjective **righteous** as a noun to mean a certain kind of person. Your language may use adjectives in the same way. If not, you can translate this adjective with an equivalent phrase. Alternate translation: [righteous people]
