Reference	ID	Tags	OrigWords	Occurrence	TWLink
1:1	x5wy	keyterm	דְּבַר־יְהוָ֣ה	1	rc://*/tw/dict/bible/kt/wordofgod
1:1	ixxz	name	הוֹשֵׁ֨עַ֙	1	rc://*/tw/dict/bible/names/hosea
1:1	zqjh	name	עֻזִּיָּ֥ה	1	rc://*/tw/dict/bible/names/uzziah
1:1	krq1	name	יוֹתָ֛ם	1	rc://*/tw/dict/bible/names/jotham
1:1	jzdq	name	אָחָ֥ז	1	rc://*/tw/dict/bible/names/ahaz
1:1	vq6u	name	יְחִזְקִיָּ֖ה	1	rc://*/tw/dict/bible/names/hezekiah
1:1	zq6y		מַלְכֵ֣י	1	rc://*/tw/dict/bible/other/king
1:1	brwx	name	יְהוּדָ֑ה	1	rc://*/tw/dict/bible/names/kingdomofjudah
1:1	hdtn	name	יָרָבְעָ֥ם	1	rc://*/tw/dict/bible/names/jeroboam
1:1	zdey	name	יוֹאָ֖שׁ	1	rc://*/tw/dict/bible/names/joash
1:1	mwhn		מֶ֥לֶךְ	1	rc://*/tw/dict/bible/other/king
1:1	hce4	keyterm	יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/kt/israel
1:2	k8uy	keyterm	יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
1:2	eyqd	name	בְּ⁠הוֹשֵׁ֑עַ	1	rc://*/tw/dict/bible/names/hosea
1:2	vhyk		זְנוּנִים֙	1	rc://*/tw/dict/bible/other/prostitute
1:2	xddn		הָ⁠אָ֔רֶץ	1	rc://*/tw/dict/bible/other/earth
1:3	nfyx		וַ⁠תַּ֥הַר	1	rc://*/tw/dict/bible/other/conceive
1:3	s8ux		וַ⁠תֵּֽלֶד	1	rc://*/tw/dict/bible/other/bear
1:4	ruxn	keyterm	יְהוָה֙	1	rc://*/tw/dict/bible/kt/yahweh
1:4	jvca	keyterm	קְרָ֥א	1	rc://*/tw/dict/bible/kt/call-toname
1:4	a95m	name	יִזְרְעֶ֑אל	1	rc://*/tw/dict/bible/names/jezreel
1:4	mdcv		אֶת־דְּמֵ֤י	1	rc://*/tw/dict/bible/other/bloodshed
1:4	xc44		בֵּ֣ית	1	rc://*/tw/dict/bible/other/house
1:4	rbht	name	יֵה֔וּא	1	rc://*/tw/dict/bible/names/jehu
1:4	j4ka		מַמְלְכ֖וּת	1	rc://*/tw/dict/bible/other/kingdom
1:4	y2c3		בֵּ֥ית יִשְׂרָאֵֽל	1	rc://*/tw/dict/bible/other/house-descendants_nation
1:5	rft8		אֶת־קֶ֣שֶׁת	1	rc://*/tw/dict/bible/other/bow
1:5	nchx	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
1:5	gkbw	name	יִזְרְעֶֽאל	1	rc://*/tw/dict/bible/names/jezreel
1:6	tetc		וַ⁠תַּ֤הַר	1	rc://*/tw/dict/bible/other/conceive
1:6	gcrt		וַ⁠תֵּ֣לֶד	1	rc://*/tw/dict/bible/other/bear
1:6	pzrc	keyterm	קְרָ֥א	1	rc://*/tw/dict/bible/kt/call-toname
1:6	r3j3	keyterm	אֲרַחֵם֙	1	rc://*/tw/dict/bible/kt/compassion
1:6	iuw7		אֶת־בֵּ֣ית יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/other/house-descendants_nation
1:7	d6cf		בֵּ֤ית	1	rc://*/tw/dict/bible/other/house
1:7	xsep	name	יְהוּדָה֙	1	rc://*/tw/dict/bible/names/judah
1:7	yexh	keyterm	אֲרַחֵ֔ם	1	rc://*/tw/dict/bible/kt/compassion
1:7	j6sx		וְ⁠הֽוֹשַׁעְתִּ֖י⁠ם	1	rc://*/tw/dict/bible/kt/save
1:7	u9pr	keyterm	בַּ⁠יהוָ֣ה	1	rc://*/tw/dict/bible/kt/yahweh
1:7	hc4t	keyterm	אֱלֹֽהֵי⁠הֶ֑ם	1	rc://*/tw/dict/bible/kt/god
1:7	ipbc		בְּ⁠קֶ֤שֶׁת	1	rc://*/tw/dict/bible/other/bow
1:7	d46u		וּ⁠בְ⁠חֶ֨רֶב֙	1	rc://*/tw/dict/bible/other/sword
1:7	r36m		בְּ⁠סוּסִ֖ים	1	rc://*/tw/dict/bible/other/horse
1:8	u3pf		וַ⁠תַּ֖הַר	1	rc://*/tw/dict/bible/other/conceive
1:8	mcsi		וַ⁠תֵּ֥לֶד	1	rc://*/tw/dict/bible/other/bear
1:9	q3un	keyterm	קְרָ֥א	1	rc://*/tw/dict/bible/kt/call-toname
1:10	x5wt	keyterm	יִשְׂרָאֵל֙	1	rc://*/tw/dict/bible/kt/israel
1:10	f4ds	keyterm	אֵֽל	1	rc://*/tw/dict/bible/kt/god
1:11	kvg8	name	יְהוּדָ֤ה	1	rc://*/tw/dict/bible/names/judea
1:11	md6d	keyterm	יִשְׂרָאֵל֙	1	rc://*/tw/dict/bible/kt/israel
1:11	a7st		וְ֠⁠נִקְבְּצוּ	1	rc://*/tw/dict/bible/other/assembly
1:11	ygec	keyterm	וְ⁠שָׂמ֥וּ	1	rc://*/tw/dict/bible/kt/appoint
1:11	ymsh		הָ⁠אָ֑רֶץ	1	rc://*/tw/dict/bible/other/earth
1:11	rexx	name	יִזְרְעֶֽאל	1	rc://*/tw/dict/bible/names/jezreel
2:2	ej3m		זְנוּנֶ֨י⁠הָ֙	1	rc://*/tw/dict/bible/other/prostitute
2:2	a9kr	keyterm	וְ⁠נַאֲפוּפֶ֖י⁠הָ	1	rc://*/tw/dict/bible/kt/adultery
2:3	gtbh		כַ⁠מִּדְבָּ֗ר	1	rc://*/tw/dict/bible/other/desert
2:3	wcam		כְּ⁠אֶ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
2:3	tgqb		צִיָּ֔ה	1	rc://*/tw/dict/bible/other/barren
2:3	x22m		וַ⁠הֲמִתִּ֖י⁠הָ	1	rc://*/tw/dict/bible/other/slain
2:4	i57m	keyterm	אֲרַחֵ֑ם	1	rc://*/tw/dict/bible/kt/compassion
2:4	p2ai		זְנוּנִ֖ים	1	rc://*/tw/dict/bible/other/prostitute
2:5	urec		זָֽנְתָה֙	1	rc://*/tw/dict/bible/other/prostitute
2:5	h5bh		הֽוֹרָתָ֑⁠ם	1	rc://*/tw/dict/bible/other/conceive
2:5	czhd		מְאַהֲבַ⁠י֙	1	rc://*/tw/dict/bible/other/lover
2:5	kgbb		לַחְמִ⁠י֙	1	rc://*/tw/dict/bible/other/bread
2:5	a2m4		שַׁמְנִ֖⁠י	1	rc://*/tw/dict/bible/other/olive
2:6	v39f		בַּ⁠סִּירִ֑ים	1	rc://*/tw/dict/bible/other/thorn
2:7	rhqw		אֶת־מְאַהֲבֶ֨י⁠הָ֙	1	rc://*/tw/dict/bible/other/lover
2:7	nkdq		תַשִּׂ֣יג	1	rc://*/tw/dict/bible/other/overtake
2:7	nzzb		וּ⁠בִקְשָׁ֖תַ⁠ם	1	rc://*/tw/dict/bible/other/seek
2:7	u9b8	keyterm	ט֥וֹב	1	rc://*/tw/dict/bible/kt/good
2:8	cxb4		לֹ֣א יָֽדְעָ֔ה	1	rc://*/tw/dict/bible/other/discernment
2:8	nd7u		הַ⁠דָּגָ֖ן	1	rc://*/tw/dict/bible/other/grain
2:8	p7fe		וְ⁠הַ⁠תִּיר֣וֹשׁ	1	rc://*/tw/dict/bible/other/wine
2:8	w9ee		וְ⁠הַ⁠יִּצְהָ֑ר	1	rc://*/tw/dict/bible/other/oil
2:8	j96m		וְ⁠כֶ֨סֶף	1	rc://*/tw/dict/bible/other/silver
2:8	zxtz		הִרְבֵּ֥יתִי	1	rc://*/tw/dict/bible/other/multiply
2:8	vm8v		וְ⁠זָהָ֖ב	1	rc://*/tw/dict/bible/other/gold
2:8	kifu	name	לַ⁠בָּֽעַל	1	rc://*/tw/dict/bible/names/baal
2:9	d6e4		דְגָנִ⁠י֙	1	rc://*/tw/dict/bible/other/grain
2:9	r9pf		וְ⁠תִירוֹשִׁ֖⁠י	1	rc://*/tw/dict/bible/other/wine
2:9	xzqb	keyterm	בְּ⁠מֽוֹעֲד֑⁠וֹ	1	rc://*/tw/dict/bible/kt/appoint
2:10	p7fw		מְאַהֲבֶ֑י⁠הָ	1	rc://*/tw/dict/bible/other/lover
2:10	p6us		לֹֽא־יַצִּילֶ֥⁠נָּה	1	rc://*/tw/dict/bible/other/deliverer
2:11	ye6v		מְשׂוֹשָׂ֔⁠הּ	1	rc://*/tw/dict/bible/other/joy
2:11	xcea		חַגָּ֖⁠הּ	1	rc://*/tw/dict/bible/other/feast
2:11	bd9r		חָדְשָׁ֣⁠הּ	1	rc://*/tw/dict/bible/other/newmoon
2:11	uiq6	keyterm	וְ⁠שַׁבַּתָּ֑⁠הּ	1	rc://*/tw/dict/bible/kt/sabbath
2:11	y7gt		מוֹעֲדָֽ⁠הּ	1	rc://*/tw/dict/bible/other/feast
2:12	qp9a		וַ⁠הֲשִׁמֹּתִ֗י	1	rc://*/tw/dict/bible/other/devastated
2:12	fvqz		גַּפְנָ⁠הּ֙	1	rc://*/tw/dict/bible/other/vine
2:12	mv6e		וּ⁠תְאֵ֣נָתָ֔⁠הּ	1	rc://*/tw/dict/bible/other/fig
2:12	ksm7		מְאַֽהֲבָ֑⁠י	1	rc://*/tw/dict/bible/other/lover
2:12	m2z7		חַיַּ֥ת	1	rc://*/tw/dict/bible/other/beast
2:12	ynjf		וַ⁠אֲכָלָ֖תַ⁠ם	1	rc://*/tw/dict/bible/other/devour
2:13	hrqw	name	הַ⁠בְּעָלִים֙	1	rc://*/tw/dict/bible/names/baal
2:13	djhm		תַּקְטִ֣יר	1	rc://*/tw/dict/bible/other/incense
2:13	wwxy		מְאַהֲבֶ֑י⁠הָ	1	rc://*/tw/dict/bible/other/lover
2:13	nm6y	keyterm	יְהוָֽה	1	rc://*/tw/dict/bible/kt/yahweh
2:14	drcy		הַ⁠מִּדְבָּ֑ר	1	rc://*/tw/dict/bible/other/desert
2:15	qmss		אֶת־כְּרָמֶ֨י⁠הָ֙	1	rc://*/tw/dict/bible/other/vineyard
2:15	aaqx	keyterm	תִּקְוָ֑ה	1	rc://*/tw/dict/bible/kt/hope
2:15	q4vu		מֵ⁠אֶֽרֶץ	1	rc://*/tw/dict/bible/other/earth
2:15	dyaf	name	מִצְרָֽיִם	1	rc://*/tw/dict/bible/names/egypt
2:16	z2sp	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
2:16	yta3	keyterm	תִּקְרְאִ֖י	1	rc://*/tw/dict/bible/kt/call-toname
2:16	gg4c	name	בַּעְלִֽ⁠י	1	rc://*/tw/dict/bible/names/baal
2:17	fvfs	name	הַ⁠בְּעָלִ֖ים	1	rc://*/tw/dict/bible/names/baal
2:18	wycp	keyterm	בְּרִית֙	1	rc://*/tw/dict/bible/kt/covenant
2:18	prwa		חַיַּ֤ת	1	rc://*/tw/dict/bible/other/beast
2:18	bfjx	keyterm	הַ⁠שָּׁמַ֔יִם	1	rc://*/tw/dict/bible/kt/heaven
2:18	cyhu		וְ⁠קֶ֨שֶׁת	1	rc://*/tw/dict/bible/other/bowweapon
2:18	hjbb		וְ⁠חֶ֤רֶב	1	rc://*/tw/dict/bible/other/sword
2:18	nnb7		הָ⁠אָ֔רֶץ	1	rc://*/tw/dict/bible/other/earth
2:19	fvz3	keyterm	לְ⁠עוֹלָ֑ם	1	rc://*/tw/dict/bible/kt/eternity
2:19	wm3z	keyterm	בְּ⁠צֶ֣דֶק	1	rc://*/tw/dict/bible/kt/righteous
2:19	axtf	keyterm	וּ⁠בְ⁠מִשְׁפָּ֔ט	1	rc://*/tw/dict/bible/kt/judge
2:19	u2va	keyterm	וּ⁠בְ⁠חֶ֖סֶד	1	rc://*/tw/dict/bible/kt/covenantfaith
2:19	mgmt	keyterm	וּֽ⁠בְ⁠רַחֲמִֽים	1	rc://*/tw/dict/bible/kt/mercy
2:20	mbbm	keyterm	בֶּ⁠אֱמוּנָ֑ה	1	rc://*/tw/dict/bible/kt/faithful
2:20	tt9y		וְ⁠יָדַ֖עַתְּ	1	rc://*/tw/dict/bible/other/know-relationship
2:20	htbt	keyterm	אֶת־יְהוָֽה	1	rc://*/tw/dict/bible/kt/yahweh
2:21	h9df	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
2:21	hk5t	keyterm	אֶת־הַ⁠שָּׁמָ֑יִם	1	rc://*/tw/dict/bible/kt/heaven
2:21	vvha		אֶת־הָ⁠אָֽרֶץ	1	rc://*/tw/dict/bible/other/earth
2:22	wtg4		וְ⁠הָ⁠אָ֣רֶץ	1	rc://*/tw/dict/bible/other/earth
2:22	e9g8		אֶת־הַ⁠דָּגָ֖ן	1	rc://*/tw/dict/bible/other/grain
2:22	anww		וְ⁠אֶת־הַ⁠תִּיר֣וֹשׁ וְ⁠אֶת	1	rc://*/tw/dict/bible/other/wine
2:22	bj7m		הַ⁠יִּצְהָ֑ר	1	rc://*/tw/dict/bible/other/oil
2:22	vc7x	name	אֶֽת־יִזְרְעֶֽאל	1	rc://*/tw/dict/bible/names/jezreel
2:23	hsbk		וּ⁠זְרַעְתִּ֤י⁠הָ	1	rc://*/tw/dict/bible/other/sow
2:23	i4qn		בָּ⁠אָ֔רֶץ	1	rc://*/tw/dict/bible/other/earth
2:23	yhsq	keyterm	וְ⁠רִֽחַמְתִּ֖י	1	rc://*/tw/dict/bible/kt/compassion
2:23	bhwb	keyterm	אֱלֹהָֽ⁠י	1	rc://*/tw/dict/bible/kt/god
3:1	wt9g	keyterm	יְהוָ֜ה	1	rc://*/tw/dict/bible/kt/yahweh
3:1	jhk6	keyterm	אֱֽהַב	1	rc://*/tw/dict/bible/kt/love
3:1	yaag	keyterm	וּ⁠מְנָאָ֑פֶת	1	rc://*/tw/dict/bible/kt/adultery
3:1	hqj2	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
3:1	ucdh	keyterm	אֱלֹהִ֣ים	1	rc://*/tw/dict/bible/kt/falsegod
3:1	ee6f		עֲנָבִֽים	1	rc://*/tw/dict/bible/other/grape
3:2	b8pn		כָּ֑סֶף	1	rc://*/tw/dict/bible/other/silver
3:2	p3tw		שְׂעֹרִ֖ים	1	rc://*/tw/dict/bible/other/barley
3:2	cn6r		שְׂעֹרִֽים	1	rc://*/tw/dict/bible/other/barley
3:3	dzfx		תִזְנִ֔י	1	rc://*/tw/dict/bible/other/prostitute
3:4	kjay	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
3:4	jd5e		מֶ֨לֶךְ֙	1	rc://*/tw/dict/bible/other/king
3:4	qbec		שָׂ֔ר	1	rc://*/tw/dict/bible/other/ruler
3:4	e55x		זֶ֖בַח	1	rc://*/tw/dict/bible/other/sacrifice
3:4	whzu		מַצֵּבָ֑ה	1	rc://*/tw/dict/bible/other/pillar
3:4	yfh9	keyterm	אֵפ֖וֹד	1	rc://*/tw/dict/bible/kt/ephod
3:5	krd4	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
3:5	fzjw		וּ⁠בִקְשׁוּ֙	1	rc://*/tw/dict/bible/other/seek
3:5	pw2j	keyterm	אֶת־יְהוָ֣ה	1	rc://*/tw/dict/bible/kt/yahweh
3:5	t2vk	keyterm	אֱלֹהֵי⁠הֶ֔ם	1	rc://*/tw/dict/bible/kt/god
3:5	br5d	name	וְ⁠אֵ֖ת דָּוִ֣ד	1	rc://*/tw/dict/bible/names/david
3:5	q9v4		מַלְכָּ֑⁠ם	1	rc://*/tw/dict/bible/other/king
3:5	wvvk		וּ⁠פָחֲד֧וּ	1	rc://*/tw/dict/bible/other/tremble
3:5	zsra	keyterm	אֶל־יְהוָ֛ה	1	rc://*/tw/dict/bible/kt/yahweh
3:5	vmjx	keyterm	טוּב֖⁠וֹ	1	rc://*/tw/dict/bible/kt/good
3:5	qg6d	keyterm	בְּ⁠אַחֲרִ֥ית הַ⁠יָּמִֽים	1	rc://*/tw/dict/bible/kt/lastday
4:1	edxi	keyterm	דְבַר־יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/wordofgod
4:1	qh5y	keyterm	יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
4:1	qmc5	keyterm	לַֽ⁠יהוָה֙	1	rc://*/tw/dict/bible/kt/yahweh
4:1	ffqd		הָ⁠אָ֔רֶץ	1	rc://*/tw/dict/bible/other/earth
4:1	dywj	keyterm	חֶ֛סֶד	1	rc://*/tw/dict/bible/kt/covenantfaith
4:1	n8fb		דַּ֥עַת	1	rc://*/tw/dict/bible/other/know-relationship
4:1	pxbz	keyterm	אֱלֹהִ֖ים	1	rc://*/tw/dict/bible/kt/god
4:2	p3wp		אָלֹ֣ה	1	rc://*/tw/dict/bible/other/oath
4:2	qjf9		וְ⁠כַחֵ֔שׁ	1	rc://*/tw/dict/bible/other/deceive
4:2	jtak		וְ⁠רָצֹ֥חַ	1	rc://*/tw/dict/bible/other/slain
4:2	aar4	keyterm	וְ⁠נָאֹ֑ף	1	rc://*/tw/dict/bible/kt/adultery
4:2	pa4f		וְ⁠דָמִ֥ים	1	rc://*/tw/dict/bible/other/bloodshed
4:3	dqmu		הָ⁠אָ֗רֶץ	1	rc://*/tw/dict/bible/other/earth
4:3	zawj		תֶּאֱבַ֣ל	1	rc://*/tw/dict/bible/other/mourn
4:3	ija8		בְּ⁠חַיַּ֥ת	1	rc://*/tw/dict/bible/other/beast
4:3	v5w6	keyterm	הַ⁠שָּׁמָ֑יִם	1	rc://*/tw/dict/bible/kt/heaven
4:3	y9ck		יֵאָסֵֽפוּ	1	rc://*/tw/dict/bible/other/assembly
4:4	av6p		יָרֵ֖ב	1	rc://*/tw/dict/bible/other/strife
4:4	ysa2		יוֹכַ֣ח	1	rc://*/tw/dict/bible/other/rebuke
4:4	jhtr	keyterm	כֹהֵֽן	1	rc://*/tw/dict/bible/kt/priest
4:5	itgw		וְ⁠כָשַׁלְתָּ֣	1	rc://*/tw/dict/bible/other/stumble
4:5	cqzb	keyterm	נָבִ֛יא	1	rc://*/tw/dict/bible/kt/prophet
4:5	iukr		וְ⁠דָמִ֖יתִי	1	rc://*/tw/dict/bible/other/destroyer
4:6	cade		נִדְמ֥וּ	1	rc://*/tw/dict/bible/other/destroyer
4:6	raqb		הַ⁠דָּ֑עַת	1	rc://*/tw/dict/bible/other/know
4:6	nch4		מָאַ֗סְתָּ	1	rc://*/tw/dict/bible/other/reject
4:6	qnww	keyterm	מִ⁠כַּהֵ֣ן	1	rc://*/tw/dict/bible/kt/priest
4:6	u7qj	keyterm	תּוֹרַ֣ת	1	rc://*/tw/dict/bible/kt/lawofmoses
4:6	hpvr	keyterm	אֱלֹהֶ֔י⁠ךָ	1	rc://*/tw/dict/bible/kt/god
4:7	ugjr		כְּ⁠רֻבָּ֖⁠ם	1	rc://*/tw/dict/bible/other/multiply
4:7	d5z4	keyterm	חָֽטְאוּ	1	rc://*/tw/dict/bible/kt/sin
4:7	cv53	keyterm	כְּבוֹדָ֖⁠ם	1	rc://*/tw/dict/bible/kt/glory
4:7	aqeq		בְּ⁠קָל֥וֹן	1	rc://*/tw/dict/bible/other/dishonor
4:8	ns9f		יֹאכֵ֑לוּ	1	rc://*/tw/dict/bible/other/devour
4:8	rggt	keyterm	חַטַּ֥את	1	rc://*/tw/dict/bible/kt/sin
4:8	tmha	keyterm	עֲוֺנָ֖⁠ם	1	rc://*/tw/dict/bible/kt/iniquity
4:8	atf8	keyterm	נַפְשֽׁ⁠וֹ	1	rc://*/tw/dict/bible/kt/soul
4:9	u6bh	keyterm	כַּ⁠כֹּהֵ֑ן	1	rc://*/tw/dict/bible/kt/priest
4:10	bhfs		הִזְנ֖וּ	1	rc://*/tw/dict/bible/other/prostitute
4:10	mp82		עָזְב֖וּ	1	rc://*/tw/dict/bible/other/forsaken
4:10	w8a6	keyterm	אֶת־יְהוָ֥ה	1	rc://*/tw/dict/bible/kt/yahweh
4:11	dij8		זְנ֛וּת	1	rc://*/tw/dict/bible/other/prostitute
4:11	fwsx		וְ⁠יַ֥יִן	1	rc://*/tw/dict/bible/other/wine
4:12	vnqu		יִשְׁאָ֔ל	1	rc://*/tw/dict/bible/other/inquire
4:12	njp5		וּ⁠מַקְל֖⁠וֹ	1	rc://*/tw/dict/bible/other/staff
4:12	ewbp		יַגִּ֣יד	1	rc://*/tw/dict/bible/other/declare
4:12	ua8f	keyterm	ר֤וּחַ	1	rc://*/tw/dict/bible/kt/spirit
4:12	ug36		וַ⁠יִּזְנ֖וּ	1	rc://*/tw/dict/bible/other/prostitute
4:12	h3tu	keyterm	אֱלֹהֵי⁠הֶֽם	1	rc://*/tw/dict/bible/kt/god
4:13	p8en		יְזַבֵּ֗חוּ	1	rc://*/tw/dict/bible/other/sacrifice
4:13	isvu		יְקַטֵּ֔רוּ	1	rc://*/tw/dict/bible/other/incense
4:13	xs8f		אַלּ֧וֹן	1	rc://*/tw/dict/bible/other/oak
4:13	mxrj	keyterm	ט֣וֹב	1	rc://*/tw/dict/bible/kt/good
4:13	f6mp		תִּזְנֶ֨ינָה֙	1	rc://*/tw/dict/bible/other/prostitute
4:13	sj3v		תְּנָאַֽפְנָה	1	rc://*/tw/dict/bible/kt/adultery
4:14	chwj		תִזְנֶ֗ינָה	1	rc://*/tw/dict/bible/other/prostitute
4:14	mwq4	keyterm	תְנָאַ֔פְנָה	1	rc://*/tw/dict/bible/kt/adultery
4:14	jseb		יְזַבֵּ֑חוּ	1	rc://*/tw/dict/bible/other/sacrifice
4:14	txgc	keyterm	הַ⁠קְּדֵשׁ֖וֹת	1	rc://*/tw/dict/bible/kt/temple
4:14	ahwp		יָבִ֖ין	1	rc://*/tw/dict/bible/other/understand
4:15	wbnb		זֹנֶ֤ה	1	rc://*/tw/dict/bible/other/prostitute
4:15	p24s	keyterm	יִשְׂרָאֵ֔ל	1	rc://*/tw/dict/bible/kt/israel
4:15	aryn	name	יְהוּדָ֑ה	1	rc://*/tw/dict/bible/names/judea
4:15	zs77	name	הַ⁠גִּלְגָּ֗ל	1	rc://*/tw/dict/bible/names/gilgal
4:15	xyu6		בֵּ֣ית אָ֔וֶן	1	rc://*/tw/dict/bible/names/bethel
4:15	aydm		תִּשָּׁבְע֖וּ	1	rc://*/tw/dict/bible/other/oath
4:15	rn27	keyterm	יְהוָֽה	1	rc://*/tw/dict/bible/kt/yahweh
4:16	req7	keyterm	יִשְׂרָאֵ֑ל	1	rc://*/tw/dict/bible/kt/israel
4:16	h8tq		כְּ⁠פָרָ֣ה	1	rc://*/tw/dict/bible/other/cow
4:16	ccp5	keyterm	יְהוָ֔ה	1	rc://*/tw/dict/bible/kt/yahweh
4:16	eyia	keyterm	כְּ⁠כֶ֖בֶשׂ	1	rc://*/tw/dict/bible/kt/lamb
4:17	cea3	name	אֶפְרָ֖יִם	1	rc://*/tw/dict/bible/names/ephraim
4:17	uzmy	keyterm	עֲצַבִּ֛ים	1	rc://*/tw/dict/bible/kt/falsegod
4:18	wt5r		הַזְנֵ֣ה	1	rc://*/tw/dict/bible/other/prostitute
4:18	iw5i		מָגִנֶּֽי⁠הָ	1	rc://*/tw/dict/bible/other/shield
4:18	hp6d		קָל֖וֹן	1	rc://*/tw/dict/bible/other/dishonor
4:19	iz6u		וְ⁠יֵבֹ֖שׁוּ	1	rc://*/tw/dict/bible/other/shame
4:19	n82d		מִ⁠זִּבְחוֹתָֽ⁠ם	1	rc://*/tw/dict/bible/other/sacrifice
5:1	wevw	keyterm	הַ⁠כֹּהֲנִ֜ים	1	rc://*/tw/dict/bible/kt/priest
5:1	jcwh		בֵּ֣ית יִשְׂרָאֵ֗ל	1	rc://*/tw/dict/bible/other/house-descendants_nation
5:1	m2st		וּ⁠בֵ֤ית	1	rc://*/tw/dict/bible/other/household
5:1	yhq2		הַ⁠מֶּ֨לֶךְ֙	1	rc://*/tw/dict/bible/other/king
5:1	xucf		פַח֙	1	rc://*/tw/dict/bible/other/snare
5:1	f2i2	name	לְ⁠מִצְפָּ֔ה	1	rc://*/tw/dict/bible/names/mizpah
5:2	hfid		וְ⁠שַׁחֲטָ֥ה	1	rc://*/tw/dict/bible/other/slain
5:3	hxha		יָדַ֣עְתִּי	1	rc://*/tw/dict/bible/other/know
5:3	v3bm	name	אֶפְרַ֔יִם	1	rc://*/tw/dict/bible/names/ephraim
5:3	ed46	keyterm	וְ⁠יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
5:3	prwz		הִזְנֵ֣יתָ	1	rc://*/tw/dict/bible/other/prostitute
5:3	dncc		נִטְמָ֖א	1	rc://*/tw/dict/bible/other/defile
5:4	cqpx	keyterm	לָ⁠שׁ֖וּב	1	rc://*/tw/dict/bible/kt/restore
5:4	fkef	keyterm	אֱלֹֽהֵי⁠הֶ֑ם	1	rc://*/tw/dict/bible/kt/god
5:4	btm3	keyterm	ר֤וּחַ	1	rc://*/tw/dict/bible/kt/spirit
5:4	b8tg		זְנוּנִים֙	1	rc://*/tw/dict/bible/other/prostitute
5:4	tzy8		יָדָֽעוּ	1	rc://*/tw/dict/bible/other/know-relationship
5:4	kzcj	keyterm	יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
5:5	piwq		גְאֽוֹן	1	rc://*/tw/dict/bible/other/proud
5:5	ea28	keyterm	יִשְׂרָאֵ֖ל	1	rc://*/tw/dict/bible/kt/israel
5:5	d749	keyterm	וְ⁠עָנָ֥ה	1	rc://*/tw/dict/bible/kt/testimony
5:5	ugup	name	וְ⁠אֶפְרַ֗יִם	1	rc://*/tw/dict/bible/names/ephraim
5:5	rpqs		יִכָּֽשְׁלוּ֙	1	rc://*/tw/dict/bible/other/stumble
5:5	sdz7	keyterm	בַּ⁠עֲוֺנָ֔⁠ם	1	rc://*/tw/dict/bible/kt/sin
5:5	jybn	name	יְהוּדָ֖ה	1	rc://*/tw/dict/bible/names/judea
5:5	z7q8		כָּשַׁ֥ל	1	rc://*/tw/dict/bible/other/stumble
5:6	juj7		בְּ⁠צֹאנָ֣⁠ם	1	rc://*/tw/dict/bible/other/flock
5:6	pp4c		וּ⁠בִ⁠בְקָרָ֗⁠ם	1	rc://*/tw/dict/bible/other/flock
5:6	hcvd		לְ⁠בַקֵּ֥שׁ	1	rc://*/tw/dict/bible/other/seek
5:6	a68m	keyterm	אֶת־יְהוָ֖ה	1	rc://*/tw/dict/bible/kt/yahweh
5:7	xthx		בָּגָ֔דוּ	1	rc://*/tw/dict/bible/other/betray
5:7	e8y8	keyterm	בַּ⁠יהוָ֣ה	1	rc://*/tw/dict/bible/kt/yahweh
5:7	t5rk		יָלָ֑דוּ	1	rc://*/tw/dict/bible/other/bear
5:7	zbfp		חֹ֖דֶשׁ	1	rc://*/tw/dict/bible/other/newmoon
5:7	pp6w		יֹאכְלֵ֥⁠ם	1	rc://*/tw/dict/bible/other/devour
5:8	fp3q		שׁוֹפָר֙	1	rc://*/tw/dict/bible/other/trumpet
5:8	nwyn	name	בַּ⁠גִּבְעָ֔ה	1	rc://*/tw/dict/bible/names/gibeah
5:8	a5gm		חֲצֹצְרָ֖ה	1	rc://*/tw/dict/bible/other/trumpet
5:8	gntg	name	בָּ⁠רָמָ֑ה	1	rc://*/tw/dict/bible/names/ramah
5:8	th2i		הָרִ֨יעוּ֙	1	rc://*/tw/dict/bible/other/alarm
5:8	ferq		בֵּ֣ית אָ֔וֶן	1	rc://*/tw/dict/bible/names/bethel
5:8	ynpq	name	בִּנְיָמִֽין	1	rc://*/tw/dict/bible/names/benjamin
5:9	smmy	name	אֶפְרַ֨יִם֙	1	rc://*/tw/dict/bible/names/ephraim
5:9	jvvj		לְ⁠שַׁמָּ֣ה	1	rc://*/tw/dict/bible/other/desolate
